timestamp,class,filename,augmentation,original_file
2025-08-28T17:26:15.183600,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug10.wav,time_stretch(1.02),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.185541,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug11.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.186551,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug12.wav,shift(-447),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.187519,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug13.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.189523,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug14.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.198520,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug15.wav,time_stretch(1.10),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.209517,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug16.wav,pitch(1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.211523,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug17.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.214321,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug18.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.224333,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug19.wav,pitch(-1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.226327,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug20.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.237336,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug21.wav,time_stretch(0.84),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.247338,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug22.wav,time_stretch(0.94),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.250346,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug23.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.252346,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug24.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.254349,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug25.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.263883,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug26.wav,time_stretch(1.09),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.265880,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug27.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.273882,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug28.wav,time_stretch(1.19),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.274877,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug29.wav,shift(-673),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.276871,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug30.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.278871,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug31.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.279880,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug32.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.281871,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug33.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.290882,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug34.wav,pitch(-2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.300886,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug35.wav,time_stretch(1.06),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.302874,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug36.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.311890,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug37.wav,time_stretch(1.14),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.321877,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug38.wav,time_stretch(0.95),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.323885,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug39.wav,shift(217),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.324879,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug40.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.334878,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug41.wav,pitch(0),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.336871,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug42.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.347884,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug43.wav,pitch(0),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.357883,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug44.wav,time_stretch(1.04),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.369431,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug45.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.379424,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug46.wav,pitch(-1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.381432,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug47.wav,shift(-192),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.382421,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug48.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.392295,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug49.wav,pitch(0),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.403310,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug50.wav,time_stretch(0.89),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.412367,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug51.wav,time_stretch(1.12),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.414388,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug52.wav,shift(-371),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.426312,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug53.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.428361,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug54.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.439307,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug55.wav,pitch(1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.440686,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug56.wav,shift(615),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.442697,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug57.wav,shift(-571),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.453707,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug58.wav,pitch(-1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.455701,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug59.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.456712,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug60.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.458704,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug61.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.460707,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug62.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.461703,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug63.wav,shift(636),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.463212,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug64.wav,shift(-220),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.474222,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug65.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.475221,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug66.wav,shift(-654),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.484228,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug67.wav,time_stretch(1.14),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.494221,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug68.wav,pitch(-1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.496222,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug69.wav,shift(154),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.497224,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug70.wav,shift(-189),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.498226,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug71.wav,shift(46),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.500222,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug72.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.509223,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug73.wav,time_stretch(1.07),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.518224,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug74.wav,time_stretch(1.07),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.521237,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug75.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.523219,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug76.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.525222,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug77.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.535225,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug78.wav,time_stretch(0.92),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.546223,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug79.wav,pitch(1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.555234,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug80.wav,time_stretch(1.18),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.557232,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug81.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.559231,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug82.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.569760,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug83.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.578753,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug84.wav,time_stretch(1.15),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.580753,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug85.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.582751,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug86.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.584750,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug87.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.594751,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug88.wav,pitch(-1),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.596751,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug89.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.607753,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug90.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.609753,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug91.wav,reverb,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.619750,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug92.wav,time_stretch(1.04),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.620757,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug93.wav,shift(-768),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.622753,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug94.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.624752,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug95.wav,noise,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.634748,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug96.wav,pitch(-2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.644751,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug97.wav,pitch(2),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.655761,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug98.wav,time_stretch(0.83),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.656768,belly_pain,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_aug99.wav,shift(505),549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav
2025-08-28T17:26:15.659759,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug0.wav,reverb,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.672281,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug1.wav,pitch(-1),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.673281,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug2.wav,shift(714),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.685280,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug3.wav,pitch(0),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.687275,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug4.wav,reverb,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.689274,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug5.wav,reverb,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.690276,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug6.wav,shift(742),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.692277,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug7.wav,reverb,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.704274,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug8.wav,pitch(0),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.706277,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug9.wav,shift(792),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.708275,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug10.wav,noise,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.709274,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug11.wav,shift(639),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.710277,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug12.wav,shift(-606),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
2025-08-28T17:26:15.722273,belly_pain,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_aug13.wav,pitch(-2),643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav
